"","gene","genename","genechr","genepos","genedesc"
"319","Hs.8997","HSPA1A","6","31887.623","heat shock 70kD protein 1A"
"320","Hs.288061","ACTB","7","5311.123","actin, beta"
"321","Hs.4888","SARS","1","109055.266","seryl-tRNA synthetase"
"322","Hs.74637","TEGT","12","48432.511","testis enhanced gene transcript (BAX inhibitor 1)"
"323","Hs.74637","TEGT","12","48432.511","testis enhanced gene transcript (BAX inhibitor 1)"
"324","Hs.75864","C5orf8","5","176739.702","chromosome 5 open reading frame 8"
"325","Hs.79037","HSPD1","2","198553.852","heat shock 60kD protein 1 (chaperonin)"
"326","Hs.79037","HSPD1","2","198553.852","heat shock 60kD protein 1 (chaperonin)"
"327","Hs.75873","ZYX","7","142549.325","zyxin"
"328","Hs.182979","RPL12","9","125585.999","ribosomal protein L12"
"329","Hs.119475","CIRBP","19","1220.346","cold inducible RNA binding protein"
"330","Hs.119475","CIRBP","19","1220.346","cold inducible RNA binding protein"
"331","Hs.108809","CCT7","2","73435.988","chaperonin containing TCP1, subunit 7 (eta)"
"332","Hs.77318","PAFAH1B1","17","2703.526","platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit (45kD)"
"333","Hs.75348","PSME1","14","22595.505","proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)"
"334","Hs.77318","PAFAH1B1","17","2703.526","platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit (45kD)"
"335","Hs.77318","PAFAH1B1","17","2703.526","platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit (45kD)"
"336","Hs.76230","RPS10","6","34432.087","ribosomal protein S10"
"337","Hs.76572","ATP5O","21","34196.153","ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (oligomycin sensitivity conferring protein)"
"338","Hs.133230","RPS15","19","1389.378","ribosomal protein S15"
"339","Hs.78466","PSMD8","19","43557.266","proteasome (prosome, macropain) 26S subunit, non-ATPase, 8"
"340","Hs.8262","LAMP2","23","118318.782","lysosomal-associated membrane protein 2"
"341","Hs.83848","TPI1","12","6846.964","triosephosphate isomerase 1"
"342","Hs.350068","RPL29","3","51986.118","ribosomal protein L29"
"343","Hs.226795","GSTP1","11","67126.645","glutathione S-transferase pi"
"344","Hs.277704","ORP150","11","118452.551","oxygen regulated protein (150kD)"
"345","Hs.53125","SNRPD2","19","50882.558","small nuclear ribonucleoprotein D2 polypeptide (16.5kD)"
"346","Hs.75093","PLOD","1","11704.291","procollagen-lysine, 2-oxoglutarate 5-dioxygenase (lysine hydroxylase, Ehlers-Danlos syndrome type VI)"
"347","Hs.62112","ZNF207","17","30822.714","zinc finger protein 207"
"348","Hs.62112","ZNF207","17","30822.714","zinc finger protein 207"
"349","Hs.74619","PSMD2","3","185337.934","proteasome (prosome, macropain) 26S subunit, non-ATPase, 2"
"350","Hs.119597","SCD","10","101771.467","stearoyl-CoA desaturase (delta-9-desaturase)"
"351","Hs.119597","SCD","10","101771.467","stearoyl-CoA desaturase (delta-9-desaturase)"
"352","Hs.156764","RAP1B","12","67290.99","RAP1B, member of RAS oncogene family"
"353","Hs.1948","RPS21","20","61647.564","ribosomal protein S21"
"354","Hs.239298","MAP4","3","47853.949","microtubule-associated protein 4"
"355","Hs.239298","MAP4","3","47853.949","microtubule-associated protein 4"
"356","Hs.291904","DXS1357E","23","151433.859","accessory proteins BAP31/BAP29"
"357","Hs.297939","CTSB","8","11739.235","cathepsin B"
"358","Hs.297939","CTSB","8","11739.235","cathepsin B"
"359","Hs.3100","KARS","16","75441.182","lysyl-tRNA synthetase"
"360","Hs.55921","EPRS","1","217198.233","glutamyl-prolyl-tRNA synthetase"
"361","Hs.55921","EPRS","1","217198.233","glutamyl-prolyl-tRNA synthetase"
"362","Hs.55921","EPRS","1","217198.233","glutamyl-prolyl-tRNA synthetase"
"363","Hs.120","AOP2","1","170685.861","anti-oxidant protein 2 (non-selenium glutathione peroxidase, acidic calcium-independent phospholipase A2)"
"364","Hs.120","AOP2","1","170685.861","anti-oxidant protein 2 (non-selenium glutathione peroxidase, acidic calcium-independent phospholipase A2)"
"365","Hs.183994","PPP1CA","11","66941.013","protein phosphatase 1, catalytic subunit, alpha isoform"
"366","Hs.279921","MGC8721","8","29978.28","hypothetical protein MGC8721"
"367","Hs.4113","AHCYL1","1","109826.034","S-adenosylhomocysteine hydrolase-like 1"
"368","Hs.4113","AHCYL1","1","109826.034","S-adenosylhomocysteine hydrolase-like 1"
"369","Hs.4113","AHCYL1","1","109826.034","S-adenosylhomocysteine hydrolase-like 1"
"370","Hs.75824","KIAA0174","16","71705.626","KIAA0174 gene product"
"371","Hs.91299","GNB2","7","99882.771","guanine nucleotide binding protein (G protein), beta polypeptide 2"
"372","Hs.119192","H2AFZ","4","101327.636","H2A histone family, member Z"
"373","Hs.144904","NCOR1","17","16135.824","nuclear receptor co-repressor 1"
"374","Hs.144904","NCOR1","17","16135.824","nuclear receptor co-repressor 1"
"375","Hs.144904","NCOR1","17","16135.824","nuclear receptor co-repressor 1"
"376","Hs.144904","NCOR1","17","16135.824","nuclear receptor co-repressor 1"
"377","Hs.151604","RPS8","1","44654.539","ribosomal protein S8"
"378","Hs.195464","FLNA","23","152044.868","filamin A, alpha (actin binding protein 280)"
"379","Hs.279949","KIAA1007","16","58329.999","KIAA1007 protein"
"380","Hs.279949","KIAA1007","16","58329.999","KIAA1007 protein"
"381","Hs.75616","DHCR24","1","54685.225","24-dehydrocholesterol reductase"
"382","Hs.75618","RAB11A","15","63877.613","RAB11A, member RAS oncogene family"
"383","Hs.75618","RAB11A","15","63877.613","RAB11A, member RAS oncogene family"
"384","Hs.7811","EIF3S5","11","7973.202","eukaryotic translation initiation factor 3, subunit 5 (epsilon, 47kD)"
"385","Hs.78575","PSAP","10","72920.66","prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)"
"386","Hs.10590","ZNF313","20","49238.366","zinc finger protein 313"
"387","Hs.163593","RPL18A","19","17831.73","ribosomal protein L18a"
"388","Hs.3727","UNRIP","12","15926.612","unr-interacting protein"
"389","Hs.78575","PSAP","10","72920.66","prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)"
"390","Hs.119301","S100A10","1","149171.975","S100 calcium binding protein A10 (annexin II ligand, calpactin I, light polypeptide (p11))"
"391","Hs.15071","CCT8","21","29350.519","chaperonin containing TCP1, subunit 8 (theta)"
"392","Hs.296585","NOL5A","20","2628.253","nucleolar protein 5A (56kD with KKE/D repeat)"
"393","Hs.296585","NOL5A","20","2628.253","nucleolar protein 5A (56kD with KKE/D repeat)"
"394","Hs.75748","PSMB1","6","170700.717","proteasome (prosome, macropain) subunit, beta type, 1"
"395","Hs.79150","CCT4","2","62070.097","chaperonin containing TCP1, subunit 4 (delta)"
"396","Hs.374409","EPAS1","2","46499.435","endothelial PAS domain protein 1"
"397","Hs.94","DNAJA1","9","33015.308","DnaJ (Hsp40) homolog, subfamily A, member 1"
"398","Hs.94","DNAJA1","9","33015.308","DnaJ (Hsp40) homolog, subfamily A, member 1"
"399","Hs.148495","PSMD4","1","148443.778","proteasome (prosome, macropain) 26S subunit, non-ATPase, 4"
"400","Hs.173554","UQCRC2","16","21931.244","ubiquinol-cytochrome c reductase core protein II"
"401","Hs.173724","CKB","14","101976.036","creatine kinase, brain"
"402","Hs.179735","ARHC","1","112542.481","ras homolog gene family, member C"
"403","Hs.181013","PGAM1","10","98850.613","phosphoglycerate mutase 1 (brain)"
"404","Hs.21486","STAT1","2","192036.418","signal transducer and activator of transcription 1, 91kD"
"405","Hs.234518","RPL23","17","37381.301","ribosomal protein L23"
"406","Hs.250773","SSR1","6","7232.802","signal sequence receptor, alpha (translocon-associated protein alpha)"
"407","Hs.250773","SSR1","6","7232.802","signal sequence receptor, alpha (translocon-associated protein alpha)"
"408","Hs.250773","SSR1","6","7232.802","signal sequence receptor, alpha (translocon-associated protein alpha)"
"409","Hs.30035","SFRS10","3","186955.449","splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila)"
"410","Hs.30035","SFRS10","3","186955.449","splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila)"
"411","Hs.848","FKBP4","12","2774.413","FK506 binding protein 4 (59kD)"
"412","Hs.848","FKBP4","12","2774.413","FK506 binding protein 4 (59kD)"
"413","Hs.89525","HDGF","1","153928.693","hepatoma-derived growth factor (high-mobility group protein 1-like)"
"414","Hs.194431","KIAA0992","4","170114.106","palladin"
"415","Hs.5734","MGEA5","10","103208.795","meningioma expressed antigen 5 (hyaluronidase)"
"416","Hs.75709","M6PR","12","8984.23","mannose-6-phosphate receptor (cation dependent)"
"417","Hs.75709","M6PR","12","8984.23","mannose-6-phosphate receptor (cation dependent)"
"418","Hs.90606","15-Sep","1","86750.725","15 kDa selenoprotein"
"419","Hs.172673","AHCY","20","33583.751","S-adenosylhomocysteine hydrolase"
"420","Hs.89643","TKT","3","53217.013","transketolase (Wernicke-Korsakoff syndrome)"
"421","Hs.89643","TKT","3","53217.013","transketolase (Wernicke-Korsakoff syndrome)"
"422","Hs.194431","KIAA0992","4","170114.106","palladin"
"423","Hs.351937","RPLP2","11","801.607","ribosomal protein, large P2"
"424","Hs.351937","RPLP2","11","801.607","ribosomal protein, large P2"
"425","Hs.1708","CCT3","1","153495.551","chaperonin containing TCP1, subunit 3 (gamma)"
"426","Hs.173159","TACC1","8","38662.148","transforming, acidic coiled-coil containing protein 1"
"427","Hs.173912","EIF4A2","3","187822.297","eukaryotic translation initiation factor 4A, isoform 2"
"428","Hs.17883","PPM1G","2","27578.596","protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform"
"429","Hs.211577","KTN1","14","54037","kinectin 1 (kinesin receptor)"
"430","Hs.211577","KTN1","14","54037","kinectin 1 (kinesin receptor)"
"431","Hs.75725","TPMT","6","18059.377","thiopurine S-methyltransferase"
"432","Hs.75730","SRPR","11","125670.487","signal recognition particle receptor (pdocking proteinp)"
"433","Hs.75730","SRPR","11","125670.487","signal recognition particle receptor (pdocking proteinp)"
"434","Hs.165263","EDR2","1","33291.699","early development regulator 2 (polyhomeotic 2 homolog)"
"435","Hs.77054","BTG1","12","91039.37","B-cell translocation gene 1, anti-proliferative"
"436","Hs.77054","BTG1","12","91039.37","B-cell translocation gene 1, anti-proliferative"
"437","Hs.78040","KDELR1","19","53577.638","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1"
"438","Hs.79339","LGALS3BP","17","77564.455","lectin, galactoside-binding, soluble, 3 binding protein"
"439","Hs.79748","SLC3A2","11","62398.933","solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2"
"440","Hs.180714","COX6A1","12","119287.856","cytochrome c oxidase subunit VIa polypeptide 1"
"441","Hs.3463","RPS23","5","81655.957","ribosomal protein S23"
"442","Hs.5807","RAB14","9","119316.459","RAB14, member RAS oncogene family"
"443","Hs.5807","RAB14","9","119316.459","RAB14, member RAS oncogene family"
"444","Hs.74137","TMP21","14","73590.989","transmembrane trafficking protein"
"445","Hs.75350","VCL","10","75102.483","vinculin"
"446","Hs.75350","VCL","10","75102.483","vinculin"
"447","Hs.84153","DCTN2","12","56210.36","dynactin 2 (p50)"
"448","Hs.108124","RPS4X","23","70359.244","ribosomal protein S4, X-linked"
"449","Hs.110713","DEK","6","18332.391","DEK oncogene (DNA binding)"
"450","Hs.16488","CALR","19","12910.422","calreticulin"
"451","Hs.178551","RPL8","8","146019.951","ribosomal protein L8"
"452","Hs.180946","RPL5","1","92769.41","ribosomal protein L5"
"453","Hs.194369","RERE","1","8122.002","arginine-glutamic acid dipeptide (RE) repeats"
"454","Hs.194369","RERE","1","8122.002","arginine-glutamic acid dipeptide (RE) repeats"
"455","Hs.194369","RERE","1","8122.002","arginine-glutamic acid dipeptide (RE) repeats"
"456","Hs.250899","HSBP1","16","83621.312","heat shock factor binding protein 1"
"457","Hs.251064","HMG14","21","39634.637","high-mobility group (nonhistone chromosomal) protein 14"
"458","Hs.251064","HMG14","21","39634.637","high-mobility group (nonhistone chromosomal) protein 14"
"459","Hs.70266","KIAA0905","4","84198.209","yeast Sec31p homolog"
"460","Hs.77508","GLUD1","10","88474.821","glutamate dehydrogenase 1"
"461","Hs.77508","GLUD1","10","88474.821","glutamate dehydrogenase 1"
"462","Hs.79026","MLF2","12","6727.423","myeloid leukemia factor 2"
"463","Hs.8102","RPS20","8","57035.575","ribosomal protein S20"
"464","Hs.90370","ARPC1A","7","98534.906","actin related protein 2/3 complex, subunit 1A (41 kD)"
"465","Hs.75586","CCND2","12","4253.198","cyclin D2"
"466","Hs.75586","CCND2","12","4253.198","cyclin D2"
"467","Hs.75586","CCND2","12","4253.198","cyclin D2"
"468","Hs.76159","ATP6V0C","16","2503.509","ATPase, H+ transporting, lysosomal 16kD, V0 subunit c"
"469","Hs.78504","IMMT","2","86345.602","inner membrane protein, mitochondrial (mitofilin)"
"470","Hs.79162","SSRP1","11","56868.819","structure specific recognition protein 1"
"471","Hs.79162","SSRP1","11","56868.819","structure specific recognition protein 1"
"472","Hs.8180","SDCBP","8","59515.695","syndecan binding protein (syntenin)"
"473","Hs.99969","FUS","16","31227.518","fusion, derived from t(12;16) malignant liposarcoma"
"474","Hs.104143","CLTA","9","36180.971","clathrin, light polypeptide (Lca)"
"475","Hs.118725","SPS2","16","30491.012","selenophosphate synthetase 2"
"476","Hs.184014","RPL31","2","101240.15","ribosomal protein L31"
"477","Hs.184014","RPL31","2","101240.15","ribosomal protein L31"
"478","Hs.2055","UBE1","23","46099.276","ubiquitin-activating enzyme E1 (A1S9T and BN75 temperature sensitivity complementing)"
"479","Hs.158203","ABLIM","10","115855.458","actin binding LIM protein"
"480","Hs.273415","ALDOA","16","30102.127","aldolase A, fructose-bisphosphate"
"481","Hs.699","PPIB","15","62163.836","peptidylprolyl isomerase B (cyclophilin B)"
"482","Hs.699","PPIB","15","62163.836","peptidylprolyl isomerase B (cyclophilin B)"
"483","Hs.76698","SERP1","3","151581.206","stress-associated endoplasmic reticulum protein 1; ribosome associated membrane protein 4"
"484","Hs.76698","SERP1","3","151581.206","stress-associated endoplasmic reticulum protein 1; ribosome associated membrane protein 4"
"485","Hs.76698","SERP1","3","151581.206","stress-associated endoplasmic reticulum protein 1; ribosome associated membrane protein 4"
"486","Hs.100090","TSPAN-3","15","75054.15","tetraspan 3"
"487","Hs.100090","TSPAN-3","15","75054.15","tetraspan 3"
"488","Hs.195851","ACTA2","10","90359.407","actin, alpha 2, smooth muscle, aorta"
"489","Hs.3873","PPT1","1","39951.693","palmitoyl-protein thioesterase 1 (ceroid-lipofuscinosis, neuronal 1, infantile)"
"490","Hs.5437","TAX1BP1","7","27522.079","Tax1 (human T-cell leukemia virus type I) binding protein 1"
"491","Hs.5437","TAX1BP1","7","27522.079","Tax1 (human T-cell leukemia virus type I) binding protein 1"
"492","Hs.75375","MDH1","2","63790.655","malate dehydrogenase 1, NAD (soluble)"
"493","Hs.1023","PDHA1","23","18723.476","pyruvate dehydrogenase (lipoamide) alpha 1"
"494","Hs.1023","PDHA1","23","18723.476","pyruvate dehydrogenase (lipoamide) alpha 1"
"495","Hs.273385","GNAS","20","58100.204","GNAS complex locus"
"496","Hs.118796","ANXA6","5","150509.179","annexin A6"
"497","Hs.278573","CD59","11","33694.532","CD59 antigen p18-20 (antigen identified by monoclonal antibodies 16.3A5, EJ16, EJ30, EL32 and G344)"
"498","Hs.278573","CD59","11","33694.532","CD59 antigen p18-20 (antigen identified by monoclonal antibodies 16.3A5, EJ16, EJ30, EL32 and G344)"
"499","Hs.278573","CD59","11","33694.532","CD59 antigen p18-20 (antigen identified by monoclonal antibodies 16.3A5, EJ16, EJ30, EL32 and G344)"
"500","Hs.151242","SERPING1","11","57140.517","serine (or cysteine) proteinase inhibitor, clade G (C1 inhibitor), member 1, (angioedema, hereditary)"
"501","Hs.152978","PSME3","17","41358.587","proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)"
"502","Hs.152978","PSME3","17","41358.587","proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)"
"503","Hs.197540","HIF1A","14","60152.279","hypoxia-inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)"
"504","Hs.228059","TRIM28","19","63747.647","tripartite motif-containing 28"
"505","Hs.278569","SNX17","2","27567.923","sorting nexin 17"
"506","Hs.5151","RANBP7","11","9370.512","RAN binding protein 7"
"507","Hs.5151","RANBP7","11","9370.512","RAN binding protein 7"
"508","Hs.5151","RANBP7","11","9370.512","RAN binding protein 7"
"509","Hs.5151","RANBP7","11","9370.512","RAN binding protein 7"
"510","Hs.5321","ACTR3","2","114742.681","ARP3 actin-related protein 3 homolog (yeast)"
"511","Hs.42826","RBM4","11","66181.561","RNA binding motif protein 4"
"512","Hs.74368","CKAP4","12","105134.258","cytoskeleton-associated protein 4"
"513","Hs.74368","CKAP4","12","105134.258","cytoskeleton-associated protein 4"
"514","Hs.75102","AARS","16","70062.502","alanyl-tRNA synthetase"
"515","Hs.75875","UBE2V1","20","49383.088","ubiquitin-conjugating enzyme E2 variant 1"
"516","Hs.75875","UBE2V1","20","49383.088","ubiquitin-conjugating enzyme E2 variant 1"
"517","Hs.75875","UBE2V1","20","49383.088","ubiquitin-conjugating enzyme E2 variant 1"
"518","Hs.102135","SSR4","23","151527.997","signal sequence receptor, delta (translocon-associated protein delta)"
"519","Hs.1244","CD9","12","6179.815","CD9 antigen (p24)"
"520","Hs.146354","PRDX2","19","12768.634","peroxiredoxin 2"
"521","Hs.146812","HADHB","2","26442.355","hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit"
"522","Hs.179526","TXNIP","1","143187.268","thioredoxin interacting protein"
"523","Hs.179526","TXNIP","1","143187.268","thioredoxin interacting protein"
